complaint_id,date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company_public_response,company,state,zip_code,tags,consumer_consent_provided,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,consumer_disputed?
3005164,2025-08-25 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,NY,12345,,Consent provided,Web,2025-09-05 19:10:40.896439,Closed with non-monetary relief,Yes,No
3005165,2025-05-08 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Experian,FL,12345,,Consent provided,Web,2025-05-12 19:10:40.896439,Closed with explanation,Yes,nan
3005166,2026-04-14 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,IL,12345,,Consent provided,Web,2026-04-18 19:10:40.896439,Closed with explanation,Yes,nan
3005167,2026-05-29 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,GA,12345,,Consent provided,Web,2026-06-01 19:10:40.896439,Closed with non-monetary relief,Yes,Yes
3005168,2025-07-06 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,OH,12345,,Consent provided,Web,2025-07-06 19:10:40.896439,In progress,Yes,No
3005169,2024-07-05 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,GA,12345,,Consent provided,Web,2024-07-18 19:10:40.896439,Closed with explanation,Yes,No
3005170,2024-08-17 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,CA,12345,,Consent provided,Web,2024-08-26 19:10:40.896439,Closed with explanation,Yes,No
3005171,2024-10-10 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,NY,12345,,Consent provided,Web,2024-10-17 19:10:40.896439,Closed with non-monetary relief,Yes,nan
3005172,2026-06-24 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,NC,12345,,Consent provided,Web,2026-06-26 19:10:40.896439,Closed with non-monetary relief,Yes,No
3005173,2025-03-26 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,PA,12345,,Consent provided,Web,2025-03-27 19:10:40.896439,Closed with explanation,Yes,No
3005174,2024-11-21 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,MI,12345,,Consent provided,Web,2024-11-29 19:10:40.896439,Closed with explanation,Yes,Yes
3005175,2025-10-28 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,GA,12345,,Consent provided,Web,2025-11-03 19:10:40.896439,In progress,No,No
3005176,2025-02-26 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,JPMorgan Chase & Co.,GA,12345,,Consent provided,Web,2025-03-06 19:10:40.896439,Untimely response,Yes,Yes
3005177,2024-09-14 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,IL,12345,,Consent provided,Web,2024-09-26 19:10:40.896439,Closed with explanation,Yes,nan
3005178,2026-05-02 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,GA,12345,,Consent provided,Web,2026-05-03 19:10:40.896439,Closed with explanation,Yes,nan
3005179,2025-01-10 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,NY,12345,,Consent provided,Web,2025-01-18 19:10:40.896439,Closed with explanation,Yes,No
3005180,2025-03-29 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Citibank,PA,12345,,Consent provided,Web,2025-04-07 19:10:40.896439,Closed with monetary relief,No,Yes
3005181,2025-05-21 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Citibank,OH,12345,,Consent provided,Web,2025-05-29 19:10:40.896439,Closed with explanation,Yes,Yes
3005182,2024-10-19 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,PA,12345,,Consent provided,Web,2024-10-29 19:10:40.896439,Closed with explanation,Yes,No
3005183,2025-02-21 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,PA,12345,,Consent provided,Web,2025-03-01 19:10:40.896439,Closed with explanation,Yes,No
3005184,2024-08-15 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,JPMorgan Chase & Co.,GA,12345,,Consent provided,Web,2024-08-24 19:10:40.896439,Closed with monetary relief,Yes,nan
3005185,2026-06-06 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,IL,12345,,Consent provided,Web,2026-06-18 19:10:40.896439,Closed with explanation,Yes,Yes
3005186,2024-11-20 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Equifax,GA,12345,,Consent provided,Web,2024-11-29 19:10:40.896439,Closed with explanation,Yes,nan
3005187,2026-03-11 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,NC,12345,,Consent provided,Web,2026-03-14 19:10:40.896439,Closed with non-monetary relief,Yes,No
3005188,2026-05-18 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,NY,12345,,Consent provided,Web,2026-05-27 19:10:40.896439,In progress,Yes,nan
3005189,2025-04-03 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Capital One,FL,12345,,Consent provided,Web,2025-04-05 19:10:40.896439,In progress,Yes,nan
3005190,2025-10-28 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Citibank,IL,12345,,Consent provided,Web,2025-11-02 19:10:40.896439,Closed with explanation,No,nan
3005191,2025-08-24 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,MI,12345,,Consent provided,Web,2025-08-26 19:10:40.896439,Closed with non-monetary relief,Yes,nan
3005192,2025-11-22 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,TransUnion,MI,12345,,Consent provided,Web,2025-12-02 19:10:40.896439,In progress,Yes,nan
3005193,2026-06-29 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Capital One,IL,12345,,Consent provided,Web,2026-07-07 19:10:40.896439,In progress,Yes,nan
3005194,2025-09-01 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,OH,12345,,Consent provided,Web,2025-09-03 19:10:40.896439,Closed with explanation,Yes,nan
3005195,2025-08-15 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,FL,12345,,Consent provided,Web,2025-08-16 19:10:40.896439,Closed with explanation,Yes,Yes
3005196,2026-01-23 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,MI,12345,,Consent provided,Web,2026-01-30 19:10:40.896439,In progress,Yes,nan
3005197,2025-07-29 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Capital One,NC,12345,,Consent provided,Web,2025-08-03 19:10:40.896439,Closed with explanation,No,nan
3005198,2025-06-11 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,PA,12345,,Consent provided,Web,2025-06-18 19:10:40.896439,Closed with non-monetary relief,Yes,No
3005199,2026-03-10 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,MI,12345,,Consent provided,Web,2026-03-24 19:10:40.896439,In progress,Yes,No
3005200,2025-11-09 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,NC,12345,,Consent provided,Web,2025-11-21 19:10:40.896439,Closed with non-monetary relief,Yes,No
3005201,2025-01-12 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,CA,12345,,Consent provided,Web,2025-01-18 19:10:40.896439,Closed with monetary relief,Yes,No
3005202,2025-11-15 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,TX,12345,,Consent provided,Web,2025-11-17 19:10:40.896439,Closed with explanation,Yes,nan
3005203,2026-06-16 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,MI,12345,,Consent provided,Web,2026-06-23 19:10:40.896439,Closed with explanation,No,No
3005204,2025-02-22 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,JPMorgan Chase & Co.,TX,12345,,Consent provided,Web,2025-03-03 19:10:40.896439,Closed with monetary relief,No,nan
3005205,2025-02-16 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,GA,12345,,Consent provided,Web,2025-02-16 19:10:40.896439,Closed with non-monetary relief,Yes,No
3005206,2025-07-10 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,NY,12345,,Consent provided,Web,2025-07-10 19:10:40.896439,Closed with explanation,Yes,nan
3005207,2024-11-20 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,OH,12345,,Consent provided,Web,2024-12-02 19:10:40.896439,Closed with explanation,Yes,No
3005208,2024-11-30 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,NY,12345,,Consent provided,Web,2024-12-12 19:10:40.896439,Closed with explanation,Yes,nan
3005209,2024-10-27 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,NY,12345,,Consent provided,Web,2024-11-05 19:10:40.896439,Closed with monetary relief,Yes,No
3005210,2025-09-27 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,GA,12345,,Consent provided,Web,2025-10-09 19:10:40.896439,Closed with explanation,Yes,No
3005211,2024-09-05 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,MI,12345,,Consent provided,Web,2024-09-12 19:10:40.896439,Closed with explanation,No,nan
3005212,2024-10-16 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,NY,12345,,Consent provided,Web,2024-10-28 19:10:40.896439,Closed with explanation,No,No
3005213,2026-05-03 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,FL,12345,,Consent provided,Web,2026-05-11 19:10:40.896439,Closed with non-monetary relief,Yes,nan
3005214,2025-04-03 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,MI,12345,,Consent provided,Web,2025-04-12 19:10:40.896439,Closed with explanation,Yes,nan
3005215,2024-07-10 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Citibank,NC,12345,,Consent provided,Web,2024-07-15 19:10:40.896439,Closed with explanation,Yes,No
3005216,2024-11-28 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,FL,12345,,Consent provided,Web,2024-12-02 19:10:40.896439,Closed with explanation,Yes,Yes
3005217,2025-01-04 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Bank of America,IL,12345,,Consent provided,Web,2025-01-05 19:10:40.896439,In progress,Yes,No
3005218,2024-08-01 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,TransUnion,CA,12345,,Consent provided,Web,2024-08-11 19:10:40.896439,Closed with explanation,Yes,No
3005219,2026-01-05 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,NC,12345,,Consent provided,Web,2026-01-13 19:10:40.896439,Closed with explanation,Yes,nan
3005220,2024-10-31 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Bank of America,PA,12345,,Consent provided,Web,2024-11-05 19:10:40.896439,Closed with explanation,Yes,nan
3005221,2025-04-23 19:10:40.896439,Student loan,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,IL,12345,,Consent provided,Web,2025-04-30 19:10:40.896439,Closed with explanation,Yes,No
3005222,2025-07-10 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,NY,12345,,Consent provided,Web,2025-07-18 19:10:40.896439,Closed with monetary relief,Yes,No
3005223,2025-03-05 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Experian,GA,12345,,Consent provided,Web,2025-03-13 19:10:40.896439,Closed with explanation,Yes,No
3005224,2026-02-04 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,TX,12345,,Consent provided,Web,2026-02-11 19:10:40.896439,In progress,Yes,Yes
3005225,2026-06-30 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,MI,12345,,Consent provided,Web,2026-07-11 19:10:40.896439,Closed with non-monetary relief,No,nan
3005226,2025-02-07 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Capital One,IL,12345,,Consent provided,Web,2025-02-16 19:10:40.896439,In progress,Yes,Yes
3005227,2024-12-28 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,GA,12345,,Consent provided,Web,2025-01-04 19:10:40.896439,Closed with explanation,Yes,No
3005228,2025-04-29 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,CA,12345,,Consent provided,Web,2025-05-01 19:10:40.896439,,Yes,nan
3005229,2026-05-11 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,FL,12345,,Consent provided,Web,2026-05-23 19:10:40.896439,Closed with monetary relief,Yes,nan
3005230,2024-08-31 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,OH,12345,,Consent provided,Web,2024-09-02 19:10:40.896439,Closed with explanation,Yes,nan
3005231,2025-03-30 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,MI,12345,,Consent provided,Web,2025-03-31 19:10:40.896439,Closed with explanation,Yes,nan
3005232,2025-05-08 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,JPMorgan Chase & Co.,IL,12345,,Consent provided,Web,2025-05-08 19:10:40.896439,Closed with explanation,No,nan
3005233,2026-01-25 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Bank of America,MI,12345,,Consent provided,Web,2026-01-28 19:10:40.896439,Closed with explanation,Yes,nan
3005234,2025-04-18 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,NC,12345,,Consent provided,Web,2025-04-19 19:10:40.896439,Closed with explanation,Yes,Yes
3005235,2024-10-17 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,CA,12345,,Consent provided,Web,2024-10-30 19:10:40.896439,Closed with explanation,No,No
3005236,2025-02-17 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Experian,OH,12345,,Consent provided,Web,2025-03-02 19:10:40.896439,Closed with explanation,Yes,nan
3005237,2025-03-08 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,MI,12345,,Consent provided,Web,2025-03-09 19:10:40.896439,In progress,Yes,No
3005238,2026-06-04 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,PA,12345,,Consent provided,Web,2026-06-16 19:10:40.896439,Closed with non-monetary relief,Yes,No
3005239,2025-11-10 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,MI,12345,,Consent provided,Web,2025-11-20 19:10:40.896439,Closed with explanation,Yes,Yes
3005240,2024-09-25 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,NY,12345,,Consent provided,Web,2024-10-05 19:10:40.896439,In progress,Yes,nan
3005241,2025-01-06 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,MI,12345,,Consent provided,Web,2025-01-10 19:10:40.896439,Untimely response,Yes,Yes
3005242,2025-03-13 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,MI,12345,,Consent provided,Web,2025-03-16 19:10:40.896439,Closed with non-monetary relief,Yes,No
3005243,2025-06-24 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,PA,12345,,Consent provided,Web,2025-06-24 19:10:40.896439,Closed with non-monetary relief,Yes,No
3005244,2026-05-31 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,MI,12345,,Consent provided,Web,2026-06-14 19:10:40.896439,Closed with explanation,Yes,Yes
3005245,2025-01-30 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,NC,12345,,Consent provided,Web,2025-02-13 19:10:40.896439,Untimely response,Yes,No
3005246,2026-03-05 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,NC,12345,,Consent provided,Web,2026-03-13 19:10:40.896439,Closed with explanation,Yes,nan
3005247,2025-09-24 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,TX,12345,,Consent provided,Web,2025-10-07 19:10:40.896439,Closed with non-monetary relief,Yes,Yes
3005248,2025-10-07 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,NC,12345,,Consent provided,Web,2025-10-10 19:10:40.896439,Closed with explanation,Yes,nan
3005249,2025-10-19 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Experian,TX,12345,,Consent provided,Web,2025-10-23 19:10:40.896439,Closed with explanation,No,nan
3005250,2026-06-24 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,PA,12345,,Consent provided,Web,2026-06-30 19:10:40.896439,Closed with explanation,Yes,Yes
3005251,2025-07-09 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,OH,12345,,Consent provided,Web,2025-07-10 19:10:40.896439,Closed with explanation,No,No
3005252,2025-11-08 19:10:40.896439,Student loan,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,NC,12345,,Consent provided,Web,2025-11-15 19:10:40.896439,Closed with non-monetary relief,No,nan
3005253,2024-11-18 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,PA,12345,,Consent provided,Web,2024-11-28 19:10:40.896439,In progress,Yes,nan
3005254,2025-07-06 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,GA,12345,,Consent provided,Web,2025-07-07 19:10:40.896439,Closed with explanation,Yes,nan
3005255,2025-01-04 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,MI,12345,,Consent provided,Web,2025-01-14 19:10:40.896439,Closed with monetary relief,Yes,nan
3005256,2026-02-12 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Experian,FL,12345,,Consent provided,Web,2026-02-21 19:10:40.896439,Closed with non-monetary relief,Yes,nan
3005257,2025-04-17 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,MI,12345,,Consent provided,Web,2025-04-21 19:10:40.896439,Closed with explanation,Yes,No
3005258,2025-10-19 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Bank of America,PA,12345,,Consent provided,Web,2025-10-31 19:10:40.896439,Untimely response,Yes,nan
3005259,2025-07-14 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,TX,12345,,Consent provided,Web,2025-07-25 19:10:40.896439,Closed with explanation,Yes,No
3005260,2026-04-19 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Citibank,CA,12345,,Consent provided,Web,2026-04-20 19:10:40.896439,In progress,Yes,nan
3005261,2025-12-23 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,PA,12345,,Consent provided,Web,2025-12-24 19:10:40.896439,Untimely response,Yes,nan
3005262,2025-11-27 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Experian,FL,12345,,Consent provided,Web,2025-11-30 19:10:40.896439,Closed with explanation,Yes,nan
3005263,2026-02-03 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,IL,12345,,Consent provided,Web,2026-02-06 19:10:40.896439,In progress,Yes,Yes
3005264,2025-03-11 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,PA,12345,,Consent provided,Web,2025-03-23 19:10:40.896439,Closed with monetary relief,Yes,nan
3005265,2025-11-26 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Wells Fargo,MI,12345,,Consent provided,Web,2025-12-03 19:10:40.896439,In progress,Yes,Yes
3005266,2026-03-26 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,PA,12345,,Consent provided,Web,2026-04-07 19:10:40.896439,Closed with explanation,Yes,nan
3005267,2024-09-15 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Experian,MI,12345,,Consent provided,Web,2024-09-20 19:10:40.896439,In progress,Yes,No
3005268,2025-04-12 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,OH,12345,,Consent provided,Web,2025-04-21 19:10:40.896439,Closed with monetary relief,Yes,nan
3005269,2025-06-29 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,OH,12345,,Consent provided,Web,2025-07-06 19:10:40.896439,Closed with explanation,Yes,Yes
3005270,2024-07-14 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,PA,12345,,Consent provided,Web,2024-07-26 19:10:40.896439,Closed with explanation,Yes,No
3005271,2025-01-31 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,CA,12345,,Consent provided,Web,2025-02-06 19:10:40.896439,Closed with non-monetary relief,Yes,Yes
3005272,2024-12-03 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,GA,12345,,Consent provided,Web,2024-12-15 19:10:40.896439,Closed with explanation,Yes,nan
3005273,2024-07-09 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,MI,12345,,Consent provided,Web,2024-07-18 19:10:40.896439,In progress,Yes,Yes
3005274,2025-01-15 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,NY,12345,,Consent provided,Web,2025-01-18 19:10:40.896439,Closed with explanation,No,nan
3005275,2025-04-13 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,CA,12345,,Consent provided,Web,2025-04-14 19:10:40.896439,In progress,No,No
3005276,2025-10-11 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Experian,MI,12345,,Consent provided,Web,2025-10-25 19:10:40.896439,Closed with explanation,Yes,nan
3005277,2024-10-25 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,TX,12345,,Consent provided,Web,2024-11-02 19:10:40.896439,In progress,Yes,nan
3005278,2025-04-01 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,FL,12345,,Consent provided,Web,2025-04-02 19:10:40.896439,In progress,Yes,nan
3005279,2024-12-14 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,PA,12345,,Consent provided,Web,2024-12-14 19:10:40.896439,Closed with explanation,Yes,No
3005280,2025-10-07 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,TransUnion,TX,12345,,Consent provided,Web,2025-10-14 19:10:40.896439,Closed with non-monetary relief,Yes,nan
3005281,2024-10-17 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,TX,12345,,Consent provided,Web,2024-10-26 19:10:40.896439,Closed with explanation,No,No
3005282,2026-05-28 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,PA,12345,,Consent provided,Web,2026-06-11 19:10:40.896439,Closed with explanation,Yes,No
3005283,2026-01-11 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,NY,12345,,Consent provided,Web,2026-01-19 19:10:40.896439,Closed with explanation,Yes,nan
3005284,2025-04-12 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Experian,IL,12345,,Consent provided,Web,2025-04-12 19:10:40.896439,Closed with explanation,Yes,No
